idx,Name,bandgap(eV),Year,Reference,smiles_monomer,smiles_oligomer
11,PNDI-T-PT,1.59,2018,https://doi.org/10.1002/solr.201700230,O=C1C2=CC(C)=C(C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C3=O)=O)C4=C3C=C(C5=CC=C(C6=CC=C(C7=CC=C(C)S7)C=C6)S5)C(C(N1CC(CCCCCCCCCCCC)CCCCCCCCCC)=O)=C24,CN1C(=O)C2=CC(C)=C3C(=O)N(C)C(=O)C4=C3C2=C(C1=O)C(=C4)C1=CC=C(S1)C1=CC=C(C=C1)C1=CC=C(S1)C1=C2C(=O)N(C)C(=O)C3=C2C2=C(C(=O)N(C)C(=O)C2=C1)C(=C3)C1=CC=C(S1)C1=CC=C(C=C1)C1=CC=C(C)S1
12,PNDITF2T,1.65,2018,https://doi.org/10.1021/acsami.7b14582,O=C1C2=CC(C)=C(C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C3=O)=O)C4=C3C=C(C5=CC=C(C6=C(F)C=C(C7=CC=C(C)S7)C(F)=C6)S5)C(C(N1CC(CCCCCCCCCC)CCCCCCCCCCCC)=O)=C24,CN1C(=O)C2=CC(C)=C3C(=O)N(C)C(=O)C4=C3C2=C(C1=O)C(=C4)C1=CC=C(S1)C1=C(F)C=C(C2=CC=C(S2)C2=C3C(=O)N(C)C(=O)C4=C3C3=C(C(=O)N(C)C(=O)C3=C2)C(=C4)C2=CC=C(S2)C2=C(F)C=C(C3=CC=C(C)S3)C(F)=C2)C(F)=C1
13,PNDITF4T,1.8,2018,https://doi.org/10.1021/acsami.7b14582,O=C1C2=CC(C)=C(C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C3=O)=O)C4=C3C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C(F)=C6F)S5)C(C(N1CC(CCCCCCCCCC)CCCCCCCCCCCC)=O)=C24,CN1C(=O)C2=CC(C)=C3C(=O)N(C)C(=O)C4=C3C2=C(C1=O)C(=C4)C1=CC=C(S1)C1=C(F)C(F)=C(C2=CC=C(S2)C2=C3C(=O)N(C)C(=O)C4=C3C3=C(C(=O)N(C)C(=O)C3=C2)C(=C4)C2=CC=C(S2)C2=C(F)C(F)=C(C3=CC=C(C)S3)C(F)=C2F)C(F)=C1F
14,PNDI-T-B-Th,1.62,2018,https://doi.org/10.1002/solr.201700230,O=C1C2=CC(C)=C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C3=O)=O)C4=C3C=C(C5=CC=C(C6=CC=C(C=C(C)S7)C7=C6)S5)C(C(N1CC(CCCCCCCCCC)CCCCCCCC)=O)=C24,CN1C(=O)C2=CC(C)=C3C(=O)N(C)C(=O)C4=C3C2=C(C1=O)C(=C4)C1=CC=C(S1)C1=CC=C2C=C(SC2=C1)C1=C2C(=O)N(C)C(=O)C3=C2C2=C(C(=O)N(C)C(=O)C2=C1)C(=C3)C1=CC=C(S1)C1=CC=C2C=C(C)SC2=C1
15,PNDIT-OD,1.85,2015,https://doi.org/10.1002/adma.201405226,O=C1C2=C(C)C=C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C3=O)=O)C4=C3C(C5=CC=C(C)S5)=CC(C(N1CC(CCCCCCCCCC)CCCCCCCC)=O)=C24,CN1C(=O)C2=CC(C)=C3C(=O)N(C)C(=O)C4=C3C2=C(C1=O)C(=C4)C1=CC=C(S1)C1=C2C(=O)N(C)C(=O)C3=C2C2=C(C(=O)N(C)C(=O)C2=C1)C(=C3)C1=CC=C(C)S1
16,PNDI-TT,1.66,2016,https://doi.org/10.1002/asia.201600450,O=C1C2=CC(C)=C(C(N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C3=O)=O)C4=C3C=C(C5=CC6=C(C=C(C)S6)S5)C(C(N1CC(CCCCCCCCCC)CCCCCCCCCCCC)=O)=C24,CN1C(=O)C2=CC(C)=C3C(=O)N(C)C(=O)C4=C3C2=C(C1=O)C(=C4)C1=CC2=C(S1)C=C(S2)C1=C2C(=O)N(C)C(=O)C3=C2C2=C(C(=O)N(C)C(=O)C2=C1)C(=C3)C1=CC2=C(S1)C=C(C)S2
17,PNDI-TDT,1.41,2016,https://doi.org/10.1002/asia.201600450,O=C1C2=CC(C)=C(C(N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C3=O)=O)C4=C3C=C(C5=CC6=C(C(SC(C)=C7)=C7S6)S5)C(C(N1CC(CCCCCCCCCC)CCCCCCCCCCCC)=O)=C24,CN1C(=O)C2=CC(C)=C3C(=O)N(C)C(=O)C4=C3C2=C(C1=O)C(=C4)C1=CC2=C(S1)C1=C(S2)C=C(S1)C1=C2C(=O)N(C)C(=O)C3=C2C2=C(C(=O)N(C)C(=O)C2=C1)C(=C3)C1=CC2=C(S1)C1=C(S2)C=C(C)S1
18,PNDI-4fTh,1.37,2013,https://doi.org/10.1002/pola.26812,O=C1C2=CC(C)=C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C3=O)=O)C4=C3C=C(C5=CC6=C(C(SC7=C8SC(C)=C7)=C8S6)S5)C(C(N1CC(CCCCCCCCCC)CCCCCCCC)=O)=C24,CN1C(=O)C2=CC(C)=C3C(=O)N(C)C(=O)C4=C3C2=C(C1=O)C(=C4)C1=CC2=C(S1)C1=C(S2)C2=C(S1)C=C(S2)C1=C2C(=O)N(C)C(=O)C3=C2C2=C(C(=O)N(C)C(=O)C2=C1)C(=C3)C1=CC2=C(S1)C1=C(S2)C2=C(S1)C=C(C)S2
19,PNDI-TCPDTT,1.25,2012,https://doi.org/10.1002/aenm.201100601,O=C1C2=C(C3=CC=C(C)S3)C=C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C4=O)=O)C5=C4C(C6=CC=C(C7=CC8=C(C(SC=C9)=C9C8(CC(CC)CCCC)CC(CC)CCCC)S7)S6)=CC(C(N1CC(CCCCCCCCCC)CCCCCCCC)=O)=C25,CN1C(=O)C2=CC(C3=CC=C(C)S3)=C3C(=O)N(C)C(=O)C4=C3C2=C(C1=O)C(=C4)C1=CC=C(S1)C1=CC2=C(S1)C1=C(C=C(S1)C1=CC=C(S1)C1=C3C(=O)N(C)C(=O)C4=C3C3=C(C(=O)N(C)C(=O)C3=C1)C(=C4)C1=CC=C(S1)C1=CC3=C(S1)C1=C(C=C(C)S1)C3(C)C)C2(C)C
20,PNDIBTH,1.55,2015,https://doi.org/10.1039/C5RA14887A,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=CC(C)=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C4=C3C2=C(C1=O)C(=C4)C1=CC=C(S1)C1=CC=C(C2=CC=C(C)S2)C2=NSN=C12,CN1C(=O)C2=CC(C)=C3C(=O)N(C)C(=O)C4=C3C2=C(C1=O)C(=C4)C1=CC=C(S1)C1=CC=C(C2=CC=C(S2)C2=C3C(=O)N(C)C(=O)C4=C3C3=C(C(=O)N(C)C(=O)C3=C2)C(=C4)C2=CC=C(S2)C2=CC=C(C3=CC=C(C)S3)C3=NSN=C23)C2=NSN=C12
21,PNDIBTOC8,1.46,2015,https://doi.org/10.1039/C5RA14887A,O=C1C2=CC(C)=C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C3=O)=O)C4=C3C=C(C5=CC=C(C6=C(OCCCCCCCC)C(OCCCCCCCC)=C(C7=CC=C(C)S7)C8=NSN=C86)S5)C(C(N1CC(CCCCCCCCCC)CCCCCCCC)=O)=C24,COC1=C(C2=CC=C(C)S2)C2=NSN=C2C(C2=CC=C(S2)C2=CC3=C4C(C(=O)N(C)C3=O)=C(C=C3C(=O)N(C)C(=O)C2=C43)C2=CC=C(S2)C2=C(OC)C(OC)=C(C3=CC=C(S3)C3=CC4=C5C(=C(C)C=C6C(=O)N(C)C(=O)C3=C56)C(=O)N(C)C4=O)C3=NSN=C23)=C1OC
22,P(BDTNDI-T),1.57,2015,https://doi.org/10.1021/acs.macromol.5b01537,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=CC=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C4=C(C=C(C1=O)C2=C34)C1=CC2=C(C3=CC=C(SCCCCCCCC)S3)C3=C(C=C(C)S3)C(C3=CC=C(SCCCCCCCC)S3)=C2S1,CN1C(=O)C2=CC(C)=C3C(=O)N(C)C(=O)C4=C3C2=C(C1=O)C(=C4)C1=CC2=C(C3=CC=C(S)S3)C3=C(C=C(S3)C3=C4C(=O)N(C)C(=O)C5=C4C4=C(C(=O)N(C)C(=O)C4=C3)C(=C5)C3=CC4=C(C5=CC=C(S)S5)C5=C(C=C(C)S5)C(C5=CC=C(S)S5)=C4S3)C(C3=CC=C(S)S3)=C2S1
23,PIDT-NDI,1.51,2016,https://doi.org/10.1039/C6TA01933A,O=C1C2=CC(C)=C(C(N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C3=O)=O)C4=C3C=C(C5=CC(C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C9C=C%10C(C(SC(C)=C%11)=C%11C%10(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)=C8)=C9S5)C(C(N1CC(CCCCCCCCCCCC)CCCCCCCCCC)=O)=C24,CN1C(=O)C2=CC(C)=C3C(=O)N(C)C(=O)C4=C3C2=C(C1=O)C(=C4)C1=CC2=C(S1)C1=C(C=C3C4=C(C=C(S4)C4=C5C(=O)N(C)C(=O)C6=C5C5=C(C(=O)N(C)C(=O)C5=C4)C(=C6)C4=CC5=C(S4)C4=C(C=C6C7=C(C=C(C)S7)C(C6=C4)(C4=CC=CC=C4)C4=CC=CC=C4)C5(C4=CC=CC=C4)C4=CC=CC=C4)C(C3=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C2(C1=CC=CC=C1)C1=CC=CC=C1
24,PNDTI-T,1.4,2016,https://doi.org/10.1021/acs.macromol.5b02658,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C3SC(=CC3=C3C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C4=C3C2=C(C2=C4SC(C)=C2)C1=O)C1=CC=C(C)S1,CN1C(=O)C2=C3C=C(SC3=C3C(=O)N(C)C(=O)C4=C3C2=C(C2=C4C=C(C)S2)C1=O)C1=CC=C(S1)C1=CC2=C(S1)C1=C3C(=C4C=C(SC4=C4C(=O)N(C)C(=O)C2=C34)C2=CC=C(C)S2)C(=O)N(C)C1=O
25,PNDTI-TT,1.3,2016,https://doi.org/10.1021/acs.macromol.5b02658,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C3C=C(SC3=C3C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C4=C3C2=C(C2=C4C=C(C)S2)C1=O)C1=CC2SC(C)=CC2S1,CN1C(=O)C2=C3SC(=CC3=C3C(=O)N(C)C(=O)C4=C3C2=C(C2=C4SC(C)=C2)C1=O)C1=CC2SC(=CC2S1)C1=CC2=C(S1)C1=C3C(=C4C=C(SC4=C4C(=O)N(C)C(=O)C2=C34)C2=CC3SC(C)=CC3S2)C(=O)N(C)C1=O
26,PNDTI-DTT,1.3,2016,https://doi.org/10.1021/acs.macromol.5b02658,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C3C=C(SC3=C3C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C4=C3C2=C(C2=C4C=C(C)S2)C1=O)C1=CC2=C(S1)C1=C(S2)C=C(C)S1,CN1C(=O)C2=C3SC(=CC3=C3C(=O)N(C)C(=O)C4=C3C2=C(C2=C4SC(C)=C2)C1=O)C1=CC2=C(S1)C1=C(S2)C=C(S1)C1=CC2=C(S1)C1=C3C(=C4C=C(SC4=C4C(=O)N(C)C(=O)C2=C34)C2=CC3=C(S2)C2=C(S3)C=C(C)S2)C(=O)N(C)C1=O
