idx,Name,bandgap(eV),Year,Reference,smiles_monomer,smiles_oligomer
14,PBDT-PDI-2,1.629,2017,https://doi.org/10.1016/j.orgel.2017.08.005,CCCCCCCCC1=C2C=C(C)SC2=C(CCCCCCCC)C2=C1SC(=C2)C1=CC2=C3C(=CC=C4C5=C(C)C=C6C(=O)N(C(CC)CCCC)C(=O)C7=C6C5=C(C=C7)C1=C34)C(=O)N(C(CC)CCCC)C2=O,CN1C(=O)C2=CC(C)=C3C4=CC=C5C(=O)N(C)C(=O)C6=C5C4=C(C(=C6)C4=CC5=C(S4)C(C)=C4C=C(SC4=C5C)C4=C5C6=CC=C7C(=O)N(C)C(=O)C8=C7C6=C(C(=C8)C6=CC7=C(S6)C(C)=C6C=C(C)SC6=C7C)C6=C5C5=C(C=C6)C(=O)N(C)C(=O)C5=C4)C4=C3C2=C(C=C4)C1=O
15,P(PDI-BDT-O),1.66,2015,https://doi.org/10.1039/C5TA05014F,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=CC(C)=C3C4=CC=C5C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C6=C5C4=C(C(=C6)C4=CC5=C(S4)C(OCC(CC)CCCC)=C4C=C(C)SC4=C5OCC(CC)CCCC)C4=C3C2=C(C=C4)C1=O,COC1=C2C=C(C)SC2=C(OC)C2=C1SC(=C2)C1=CC2=C3C(=CC=C4C5=C(C=C6C(=O)N(C)C(=O)C7=C6C5=C(C=C7)C1=C34)C1=CC3=C(OC)C4=C(C=C(S4)C4=CC5=C6C(=CC=C7C8=C(C)C=C9C(=O)N(C)C(=O)C%10=C9C8=C(C=C%10)C4=C67)C(=O)N(C)C5=O)C(OC)=C3S1)C(=O)N(C)C2=O
16,P(PDI-BDT-T),1.64,2015,https://doi.org/10.1039/C5TA05014F,O=C1C2=CC=C(C3=C(C)C=C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C4=O)=O)C5=C4C=CC6=C35)C7=C6C(C8=CC9=C(C(C%10=CC=C(CC(CC)CCCC)S%10)=C(C=C(C)S%11)C%11=C9C%12=CC=C(CC(CCCC)CC)S%12)S8)=CC(C(N1CC(CCCCCCCC)CCCCCCCCCC)=O)=C27,CN1C(=O)C2=CC(C)=C3C4=CC=C5C(=O)N(C)C(=O)C6=C5C4=C(C(=C6)C4=CC5=C(S4)C(C4=CC=CS4)=C4C=C(SC4=C5C4=CC=CS4)C4=C5C6=CC=C7C(=O)N(C)C(=O)C8=C7C6=C(C(=C8)C6=CC7=C(S6)C(C6=CC=CS6)=C6C=C(C)SC6=C7C6=CC=CS6)C6=C5C5=C(C=C6)C(=O)N(C)C(=O)C5=C4)C4=C3C2=C(C=C4)C1=O
17,PPDI-BDT,1.63,2018,https://doi.org/10.1021/acsami.8b06306,O=C1C2=CC=C(C3=C(C)C=C(C(N(C(CCCCCC)CCCCCC)C4=O)=O)C5=C4C=CC6=C35)C7=C6C(C8=CC9=C(C(C%10=CC=C(CC(CC)CCCC)S%10)=C(C=C(C)S%11)C%11=C9C%12=CC=C(CC(CCCC)CC)S%12)S8)=CC(C(N1C(CCCCCC)CCCCCC)=O)=C27,CN1C(=O)C2=CC(C)=C3C4=CC=C5C(=O)N(C)C(=O)C6=C5C4=C(C(=C6)C4=CC5=C(S4)C(C4=CC=CS4)=C4C=C(SC4=C5C4=CC=CS4)C4=C5C6=CC=C7C(=O)N(C)C(=O)C8=C7C6=C(C(=C8)C6=CC7=C(S6)C(C6=CC=CS6)=C6C=C(C)SC6=C7C6=CC=CS6)C6=C5C5=C(C=C6)C(=O)N(C)C(=O)C5=C4)C4=C3C2=C(C=C4)C1=O
18,P(PDI-BDT-Th),1.55,2016,https://doi.org/10.1016/j.orgel.2016.11.038,O=C1C2=CC=C(C3=C(C)C=C(C(N(CC(CCCCCCCCCC)CCCCCCCC)C4=O)=O)C5=C4C=CC6=C35)C7=C6C(C8=CC9=C(C(C%10=CC=C(OC(CC)CCCC)S%10)=C(C=C(C)S%11)C%11=C9C%12=CC=C(OC(CCCC)CC)S%12)S8)=CC(C(N1CC(CCCCCCCC)CCCCCCCCCC)=O)=C27,CN1C(=O)C2=CC(C)=C3C4=CC=C5C(=O)N(C)C(=O)C6=C5C4=C(C(=C6)C4=CC5=C(S4)C(C4=CC=C(O)S4)=C4C=C(SC4=C5C4=CC=C(O)S4)C4=C5C6=CC=C7C(=O)N(C)C(=O)C8=C7C6=C(C(=C8)C6=CC7=C(S6)C(C6=CC=C(O)S6)=C6C=C(C)SC6=C7C6=CC=C(O)S6)C6=C5C5=C(C=C6)C(=O)N(C)C(=O)C5=C4)C4=C3C2=C(C=C4)C1=O
19,P(PDI-BDT-Ph),1.65,2016,https://doi.org/10.1016/j.orgel.2016.11.038,O=C1C2=CC=C(C3=C(C)C=C(C(N(CC(CCCCCCCCCC)CCCCCCCC)C4=O)=O)C5=C4C=CC6=C35)C7=C6C(C8=CC9=C(C(C%10=CC=C(OCC(CCCC)CC)C=C%10)=C(C=C(C)S%11)C%11=C9C%12=CC=C(OCC(CC)CCCC)C=C%12)S8)=CC(C(N1CC(CCCCCCCC)CCCCCCCCCC)=O)=C27,CN1C(=O)C2=CC(C)=C3C4=CC=C5C(=O)N(C)C(=O)C6=C5C4=C(C(=C6)C4=CC5=C(S4)C(=C4C=C(SC4=C5C4=CC=C(O)C=C4)C4=C5C6=CC=C7C(=O)N(C)C(=O)C8=C7C6=C(C(=C8)C6=CC7=C(S6)C(=C6C=C(C)SC6=C7C6=CC=C(O)C=C6)C6=CC=C(O)C=C6)C6=C5C5=C(C=C6)C(=O)N(C)C(=O)C5=C4)C4=CC=C(O)C=C4)C4=C3C2=C(C=C4)C1=O
20,PF-PDI,1.859,2017,https://doi.org/10.1016/j.orgel.2017.08.005,CCCCCCCCC1(CCCCCCCC)C2=CC(=CC=C2C2=C1C=C(C)C=C2)C1=CC2=C3C(=CC=C4C5=C(C)C=C6C(=O)N(C(CC)CCCC)C(=O)C7=C6C5=C(C=C7)C1=C34)C(=O)N(C(CC)CCCC)C2=O,CN1C(=O)C2=CC(C)=C3C4=C5C6=C(C=C4)C(=O)N(C)C(=O)C6=CC(C4=CC=C6C7=C(C=C(C=C7)C7=C8C9=C%10C%11=C(C=C9)C(=O)N(C)C(=O)C%11=CC(C9=CC=C%11C%12=C(C=C(C)C=C%12)C(C)(C)C%11=C9)=C%10C9=C8C8=C(C=C9)C(=O)N(C)C(=O)C8=C7)C(C)(C)C6=C4)=C5C4=C3C2=C(C=C4)C1=O
21,PNDTPDI,1.78,2018,https://doi.org/10.1016/j.orgel.2018.02.015,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=CC=C3C4=C(C)C=C5C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C6=C5C4=C(C=C6)C4=C3C2=C(C=C4C2=CC3=C(S2)C2=C(C=C3)C3=C(C=C(C)S3)C=C2)C1=O,CN1C(=O)C2=CC(C)=C3C4=CC=C5C(=O)N(C)C(=O)C6=C5C4=C(C(=C6)C4=CC5=C(S4)C4=CC=C6C=C(SC6=C4C=C5)C4=C5C6=CC=C7C(=O)N(C)C(=O)C8=C7C6=C(C(=C8)C6=CC7=C(S6)C6=CC=C8C=C(C)SC8=C6C=C7)C6=C5C5=C(C=C6)C(=O)N(C)C(=O)C5=C4)C4=C3C2=C(C=C4)C1=O
22,P1-C12,2.05,2014,https://doi.org/10.1002/pola.27108,O=C1C2=CC(C)=C(C3=CC=C(C(N(CC(CCCC)CCCCCC)C4=O)=O)C5=C4C=C(C6=CC=C(C)C7=NSN=C67)C8=C35)C9=C8C=CC(C(N1CC(CCCC)CCCCCC)=O)=C29,CN1C(=O)C2=CC=C3C4=C(C)C=C5C(=O)N(C)C(=O)C6=C5C4=C(C=C6)C4=C3C2=C(C=C4C2=CC=C(C3=NSN=C23)C2=C3C4=CC=C5C(=O)N(C)C(=O)C6=C5C4=C(C(=C6)C4=CC=C(C)C5=NSN=C45)C4=C3C3=C(C=C4)C(=O)N(C)C(=O)C3=C2)C1=O
23,P1-C20,2.09,2014,https://doi.org/10.1002/pola.27108,O=C1C2=CC(C)=C(C3=CC=C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C4=O)=O)C5=C4C=C(C6=CC=C(C)C7=NSN=C67)C8=C35)C9=C8C=CC(C(N1CC(CCCCCCCC)CCCCCCCCCC)=O)=C29,CN1C(=O)C2=CC=C3C4=C(C)C=C5C(=O)N(C)C(=O)C6=C5C4=C(C=C6)C4=C3C2=C(C=C4C2=CC=C(C3=NSN=C23)C2=C3C4=CC=C5C(=O)N(C)C(=O)C6=C5C4=C(C(=C6)C4=CC=C(C)C5=NSN=C45)C4=C3C3=C(C=C4)C(=O)N(C)C(=O)C3=C2)C1=O
24,PPDI-DTBT,1.59,2017,https://doi.org/10.1039/C7TA09930D,O=C1C2=CC=C(C3=C(C)C=C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C4=O)=O)C5=C4C=CC6=C35)C7=C6C(C8=CC=C(C9=CC=C(C%10=CC=C(C)S%10)C%11=NSN=C%119)S8)=CC(C(N1CC(CCCCCCCCCC)CCCCCCCC)=O)=C27,CN1C(=O)C2=CC=C3C4=C5C(=CC=C6C(=O)N(C)C(=O)C(C=C4C4=CC=C(S4)C4=CC=C(C7=CC=C(S7)C7=C8C9=CC=C%10C(=O)N(C)C(=O)C%11=C%10C9=C(C(=C%11)C9=CC=C(S9)C9=CC=C(C%10=CC=C(C)S%10)C%10=NSN=C9%10)C9=C8C8=C(C=C9)C(=O)N(C)C(=O)C8=C7)C7=NSN=C47)=C56)C4=C3C2=C(C=C4C)C1=O
25,PQP,1.74,2015,https://doi.org/10.1021/acs.chemmater.5b01928,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=CC=C3C4=C(C=C5C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C6=C5C4=C(C=C6)C4=C3C2=C(C=C4C)C1=O)C1=CC2=C(S1)C1=CC3=C(C=C1N(CC(CCCC)CCCCCC)C2=O)C1=C(C=C(C)S1)C(=O)N3CC(CCCC)CCCCCC,CN1C(=O)C2=CC=C3C4=C(C=C5C(=O)N(C)C(=O)C6=C5C4=C(C=C6)C4=C3C2=C(C=C4C)C1=O)C1=CC2=C(S1)C1=CC3=C(C=C1N(C)C2=O)C1=C(C=C(S1)C1=CC2=C4C(=CC=C5C6=C(C=C7C(=O)N(C)C(=O)C8=C7C6=C(C=C8)C1=C45)C1=CC4=C(S1)C1=CC5=C(C=C1N(C)C4=O)C1=C(C=C(C)S1)C(=O)N5C)C(=O)N(C)C2=O)C(=O)N3C
26,PFP,1.86,2015,https://doi.org/10.1021/acs.chemmater.5b01928,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=CC(C3=CC4=C(S3)C3=C(F)C5=C(C6=C(C=C(C)S6)C(=O)N5CC(CCCC)CCCCCC)C(F)=C3N(CC(CCCC)CCCCCC)C4=O)=C3C4=CC=C5C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C6=C5C4=C(C(C)=C6)C4=C3C2=C(C=C4)C1=O,C.C.CN1C(=O)C2=CC(C3=CC4=C(S3)C3=C(F)C5=C(C6=C(C=C(S6)C6=CC7=C8C(=CC=C9C%10=C(C=C%11C(=O)N(C)C(=O)C%12=C%11C%10=C(C=C%12)C6=C89)C6=CC8=C(S6)C6=C(F)C9=C(C%10=C(C=C(C)S%10)C(=O)N9C)C(F)=C6N(C)C8=O)C(=O)N(C)C7=O)C(=O)N5C)C(F)=C3N(C)C4=O)=C3C4=CC=C5C(=O)N(C)C(=O)C6=C5C4=C(C(C)=C6)C4=C3C2=C(C=C4)C1=O
27,PIIG-PDI(EH),1.72,2016,https://doi.org/10.1002/adfm.201601745,O=C1C2=CC(C3=CC=C(/C(C(N4CC(CCCCCCCCCC)CCCCCCCC)=O)=C5C(N(CC(CCCCCCCCCC)CCCCCCCC)C6=C\5C=CC(C)=C6)=O)C4=C3)=C(C7=CC=C(C(N(CC(CC)CCCC)C8=O)=O)C9=C8C=C(C)C%10=C79)C%11=C%10C=CC(C(N1CC(CCCC)CC)=O)=C2%11,CN1C(=O)\C(C2=CC=C(C=C12)C1=C2C3=CC=C4C(=O)N(C)C(=O)C5=C4C3=C(C(=C5)C3=CC4=C(C=C3)\C(C(=O)N4C)=C3\C(=O)N(C)C4=CC(=CC=C34)C3=C4C5=CC=C6C(=O)N(C)C(=O)C7=C6C5=C(C(C)=C7)C5=C4C4=C(C=C5)C(=O)N(C)C(=O)C4=C3)C3=C2C2=C(C=C3)C(=O)N(C)C(=O)C2=C1)=C1/C(=O)N(C)C2=C1C=CC(C)=C2
28,PIIG-PDI(OD),1.7,2016,https://doi.org/10.1002/adfm.201601745,O=C1C2=CC(C3=CC=C(/C(C(N4CC(CCCCCCCCCC)CCCCCCCC)=O)=C5C(N(CC(CCCCCCCCCC)CCCCCCCC)C6=C\5C=CC(C)=C6)=O)C4=C3)=C(C7=CC=C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C8=O)=O)C9=C8C=C(C)C%10=C79)C%11=C%10C=CC(C(N1CC(CCCCCCCCCC)CCCCCCCC)=O)=C2%11,CN1C(=O)\C(C2=CC=C(C=C12)C1=C2C3=CC=C4C(=O)N(C)C(=O)C5=C4C3=C(C(=C5)C3=CC4=C(C=C3)\C(C(=O)N4C)=C3\C(=O)N(C)C4=CC(=CC=C34)C3=C4C5=CC=C6C(=O)N(C)C(=O)C7=C6C5=C(C(C)=C7)C5=C4C4=C(C=C5)C(=O)N(C)C(=O)C4=C3)C3=C2C2=C(C=C3)C(=O)N(C)C(=O)C2=C1)=C1/C(=O)N(C)C2=C1C=CC(C)=C2
